gene_id	GO_ids
ostta07g00170	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta03g05000	GO:0005737; GO:0016787
ostta07g04130	
ostta01g02540	GO:0016020
ostta05g01270	GO:0005886
ostta01g05110	GO:0001682; GO:0004526; GO:0005739
ostta07g04220	GO:0010190
ostta01g05210	
ostta03g05100	GO:0005737; GO:0042026; GO:0051082
ostta07g00385	GO:0009507; GO:0033354; GO:0090415
ostta06g04370	GO:0005509; GO:0005774; GO:0005886; GO:0015271; GO:0022841; GO:0030322
ostta03g05160	GO:0016874
ostta01g05320	GO:0005634; GO:0005737; GO:0019774; GO:0043161
ostta01g02760	GO:2001070
ostta03g05205	
ostta06g04440	GO:0003676; GO:0003724; GO:0004527; GO:0005524; GO:0005829
ostta01g02860	
ostta03g05250	
ostta07g03940	
ostta01g02940	
ostta03g05340	
ostta07g04010	GO:0034196; GO:0070300; GO:1990052
ostta07g00440	GO:0003676; GO:0005634
ostta06g04490	GO:0005737
ostta03g05420	GO:0004672; GO:0005524
ostta07g04080	
ostta01g03080	
ostta01g05650	GO:0000421; GO:0006914; GO:0031410
ostta07g00015	GO:0005783; GO:0006506; GO:0016020; GO:0032216; GO:0072659
ostta01g03180	GO:0000166; GO:0005739; GO:0046872; GO:0052856
ostta01g05700	GO:0000105; GO:0004399; GO:0005829; GO:0009570; GO:0046872; GO:0051287
ostta03g05570	
ostta07g00130	GO:0005524; GO:0016740
ostta07g04240	
ostta01g03290	
ostta07g04580	
ostta01g05870	GO:0005737
ostta07g00250	GO:0005737; GO:0009143; GO:0047429
ostta01g05920	GO:0004146; GO:0004799; GO:0005739; GO:0005829; GO:0006231; GO:0006730; GO:0032259; GO:0046654
ostta03g05675	
ostta07g04720	GO:0016020
ostta07g00910	GO:0003729; GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
ostta09g00010	
ostta01g06120	GO:0000428; GO:0003677; GO:0003899; GO:0005634; GO:0006351; GO:0032549; GO:0046872
ostta01g03510	
ostta07g00590	GO:0005524; GO:0016887
ostta07g04310	GO:0003723
ostta01g06340	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
ostta07g04400	GO:0016020
ostta01g03560	
ostta01g06350	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
ostta11g02160	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
ostta09g00350	GO:0000118; GO:0004407; GO:0005737; GO:0040029
ostta07g00750	
ostta07g01460	GO:0008146; GO:0016787
ostta09g00400	GO:0004252; GO:0006508; GO:0009570
ostta01g03610	
ostta07g04650	GO:0016020
ostta09g00470	GO:0005634; GO:0005737; GO:0044183; GO:0051082; GO:0051087
ostta07g04730	GO:0009536
ostta09g00560	
ostta09g00020	GO:0004842; GO:0016567
ostta07g01020	GO:0005829; GO:0031929
ostta09g00610	GO:0005096; GO:0005634; GO:0005829; GO:0006913; GO:0031267; GO:0048471
ostta03g01940	GO:0000398; GO:0003676; GO:0005681
ostta03g02100	GO:0003743; GO:0003924; GO:0005525; GO:0005737
ostta09g00140	GO:0016020
ostta01g03730	GO:0000209; GO:0032436
ostta09g00200	
ostta09g00720	
ostta03g05790	GO:0016020
ostta07g01150	GO:0005524; GO:0016887
ostta07g01190	GO:0003682; GO:0016070; GO:0048188
ostta03g05860	GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0019706
ostta07g01720	GO:0017172; GO:0046872; GO:0070483
ostta09g00870	GO:0005096; GO:0005634; GO:0005829; GO:0006913; GO:0031267; GO:0048471
ostta03g02250	GO:0004591; GO:0005739; GO:0006099; GO:0030976; GO:0045252; GO:0046872
ostta07g01260	GO:0004829; GO:0005524; GO:0005739; GO:0006435; GO:0009507
ostta07g01310	GO:0016757
ostta03g02380	GO:0003723
ostta03g05990	
ostta09g01000	GO:0005506; GO:0005634; GO:0016706
ostta09g00490	GO:0009706
ostta07g01550	GO:0005737; GO:0005975; GO:0016787; GO:0030246; GO:0047938
ostta03g02770	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta03g02820	GO:0003861; GO:0009098; GO:0009316; GO:0046872; GO:0051539
ostta04g00080	
ostta09g00620	GO:0051213
ostta09g01140	GO:0005737; GO:0019005; GO:0031146
ostta04g00160	
ostta09g01190	GO:0000963; GO:0003723; GO:0005759; GO:0035770; GO:0044528
ostta03g02880	GO:0000502; GO:0005524; GO:0005634; GO:0005737; GO:0016887
ostta04g00230	GO:0005886; GO:0055085
ostta09g01250	GO:0016787
ostta04g00320	GO:0016020
ostta01g00100	GO:0000289; GO:0000932; GO:0003676; GO:0004535; GO:0031251; GO:0046872
ostta04g00365	GO:0003756; GO:0005783; GO:0006457; GO:0016020
ostta09g01320	GO:0016020
ostta01g03850	
ostta09g00800	GO:0004674; GO:0005524
ostta07g01820	GO:0004672; GO:0005524
ostta09g01420	
ostta04g00520	GO:0016020
ostta07g02340	GO:0005509; GO:0009654; GO:0015979; GO:0019898
ostta01g00190	GO:0005524; GO:0016301; GO:0016887; GO:0051082; GO:0140662
ostta04g00580	GO:0005794
ostta09g01550	GO:0005789; GO:0015031; GO:0016788
ostta09g01010	
ostta03g03000	GO:0005783; GO:0016020; GO:0035598; GO:0046872; GO:0051539
ostta01g00280	GO:0004239; GO:0005737; GO:0006508; GO:0046872; GO:0070006
ostta07g02390	GO:0003712; GO:0006357; GO:0016592; GO:0070847
ostta07g01920	GO:0000159; GO:0005634; GO:0005829; GO:0019888
ostta07g01975	GO:0005774; GO:0033179; GO:0046961
ostta01g00410	GO:0005786; GO:0006617; GO:0008312
ostta09g01810	
ostta07g02050	GO:0016422; GO:0099122
ostta03g03180	GO:0000272; GO:0016161
ostta09g01200	GO:0000502
ostta01g00560	GO:0005737; GO:0005868; GO:0005874; GO:0007017; GO:0045505
ostta04g00920	
ostta03g03290	GO:0000139; GO:0005802; GO:0006888; GO:0048280
ostta09g01260	GO:0016787
ostta04g00970	GO:0003676; GO:0003724; GO:0005524; GO:0005829; GO:0016787
ostta03g03360	GO:0000502; GO:0005524; GO:0005634; GO:0005737; GO:0016887
ostta07g02690	GO:0033179; GO:0046961
ostta01g04210	GO:0016020
ostta04g01040	
ostta09g01970	
ostta09g01440	GO:0003723
ostta01g04300	GO:0016020; GO:0034220
ostta07g02280	GO:0001614; GO:0005524; GO:0005886; GO:0012505; GO:0015267; GO:0033198; GO:0070588
ostta09g02030	GO:0005227; GO:0005886
ostta09g01500	
ostta01g04350	
ostta01g00680	GO:0005737; GO:0008318
ostta09g02090	GO:0008168; GO:0032259
ostta03g03410	GO:0004674; GO:0005509; GO:0005524
ostta01g04430	
ostta04g01240	GO:0016020
ostta03g03460	GO:0005509; GO:0005789; GO:0006457; GO:0036503; GO:0051082
ostta05g01330	GO:0008270
ostta03g03520	GO:0005524; GO:0005737; GO:0016887; GO:0051082; GO:0140662
ostta04g01290	GO:0000781; GO:0003676; GO:0005634
ostta07g02840	GO:0000993; GO:0031124
ostta03g03680	GO:0000398; GO:0003723; GO:0061632; GO:0071014
ostta09g01750	
ostta04g01340	GO:0010181; GO:0016655
ostta01g01020	GO:0003723; GO:0003735; GO:0022627
ostta03g03740	GO:0000178; GO:0000460; GO:0003677; GO:0003723; GO:0005730; GO:0005737; GO:0010468
ostta07g03020	GO:0005737; GO:0016874; GO:0070042; GO:0070475
ostta09g01820	
ostta01g04680	
ostta07g02570	GO:0000724; GO:0003684; GO:0003697; GO:0005524; GO:0005634; GO:0016887; GO:0030915; GO:0035861
ostta01g01190	GO:0005743
ostta07g02630	GO:0017183; GO:0046872; GO:0051536; GO:0090560
ostta01g04750	
ostta03g03850	GO:0005634; GO:0005737; GO:0008033; GO:0052717
ostta01g04820	GO:0006801; GO:0016020; GO:0046872
ostta07g02700	GO:0003924; GO:0005525; GO:0012505; GO:0015031
ostta09g01920	
ostta07g03160	GO:0042407; GO:0061617
ostta07g02750	GO:0005739; GO:0006412; GO:0043023
ostta01g01460	GO:0004819; GO:0005524; GO:0005829; GO:0006425; GO:0009791; GO:0048608
ostta09g02500	
ostta07g03380	GO:0003723; GO:0003724; GO:0003743; GO:0005524; GO:0016787
ostta01g01530	GO:0003980; GO:0005788; GO:0018279; GO:0036503; GO:0051082
ostta09g02040	
ostta07g02900	GO:0003723; GO:0005730; GO:0042254
ostta04g01700	GO:0003746; GO:0005737; GO:0006446
ostta01g01590	GO:0004585; GO:0016597; GO:0019240; GO:0042450
ostta09g02640	GO:0005096; GO:0005789; GO:0015031; GO:0030127; GO:0046872; GO:0070971; GO:0090110
ostta09g02140	
ostta04g01800	GO:0016020
ostta01g05070	
ostta07g02950	GO:0005737; GO:0009409; GO:0016272; GO:0044183; GO:0051082
ostta09g02210	
ostta04g01880	
ostta01g05140	GO:0005643
ostta07g03520	GO:0005469; GO:0031966
ostta09g02260	GO:0003777; GO:0005524; GO:0005874; GO:0005875; GO:0007018; GO:0007052; GO:0008017; GO:0016787; GO:0051231
ostta01g01720	GO:0003677; GO:0003899; GO:0005665; GO:0006351; GO:0008270; GO:0031047; GO:0032549
ostta01g01800	GO:0009535; GO:0043953
ostta07g03650	GO:0000028; GO:0003735; GO:0006412; GO:0022627; GO:0030490
ostta04g02010	GO:0005886; GO:0015606
ostta07g03230	GO:0005743; GO:0015078; GO:0015986; GO:0045259
ostta09g02300	GO:0000118; GO:0005737; GO:0040029; GO:0141221
ostta07g03820	GO:0003723; GO:0005737; GO:0006417
ostta09g02900	
ostta09g02370	
ostta07g03480	GO:0000479; GO:0004521; GO:0005730; GO:0016740
ostta04g02130	GO:0005227; GO:0005886
ostta09g02950	GO:0006508; GO:0008233
ostta07g03530	GO:0005507; GO:0005524; GO:0016020; GO:0016887; GO:0043682; GO:0055070
ostta07g04000	GO:0001732; GO:0003743; GO:0005092; GO:0005525; GO:0005829; GO:0071074
ostta07g03570	GO:0008299; GO:0050518
ostta01g02390	GO:0004655; GO:0005829; GO:0006782; GO:0008270; GO:0015995
ostta09g02510	GO:0016020
ostta01g05610	GO:0004176; GO:0005524; GO:0006508; GO:0009535; GO:0016887
ostta04g02340	GO:0016020
ostta03g04940	GO:0003723
ostta01g02460	GO:0004722; GO:0046872
ostta09g03130	GO:0003677; GO:0003723; GO:0005730; GO:0042273; GO:0042274
ostta07g03670	GO:0006886; GO:0012505; GO:0016192; GO:0030131
ostta01g05730	
ostta09g02650	GO:0008270
ostta09g03190	GO:0000049; GO:0005524; GO:0005737; GO:0006412; GO:0016887; GO:0019843; GO:0045900
ostta04g02460	GO:0008289
ostta01g05800	GO:0016020
ostta01g02630	GO:0006506; GO:0016255; GO:0042765
ostta09g03250	GO:0005509
ostta03g03080	GO:0016020
ostta01g02700	GO:0033179; GO:0046961
ostta09g02750	GO:0051087
ostta09g03310	GO:0016020
ostta01g05980	GO:0005509; GO:0009654; GO:0015979; GO:0019898
ostta05g01510	GO:0009507
ostta09g03370	GO:0008168; GO:0032259
ostta09g02860	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0009535
ostta07g03890	GO:0000287; GO:0006564; GO:0009507; GO:0036424
ostta01g03000	GO:0005829; GO:0006400; GO:0008479; GO:0046872
ostta09g02910	GO:0006952; GO:0016020
ostta09g03420	GO:0004672; GO:0005524
ostta04g02730	
ostta07g04300	GO:0003924; GO:0005525
ostta09g03470	GO:0004222; GO:0006508; GO:0046872
ostta03g05500	GO:0005737; GO:0005986; GO:0006000; GO:0006002; GO:0006094; GO:0030388; GO:0042132
ostta04g02820	GO:0005524; GO:0009570; GO:0016887; GO:0046863
ostta07g04150	GO:0005047; GO:0005730; GO:0005783; GO:0005786; GO:0005829; GO:0006614; GO:0008312; GO:0030942
ostta01g06280	
ostta07g04370	GO:0004802; GO:0005829; GO:0006098; GO:0046872
ostta07g04450	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0008097; GO:1990904
ostta01g06360	GO:0005737
ostta09g03570	GO:0003723; GO:0004527; GO:0046872
ostta03g05620	GO:0000719; GO:0003677; GO:0003904; GO:0009650
ostta01g03340	GO:0005634; GO:0005737
ostta09g03610	GO:0016020
ostta07g04640	GO:0005737; GO:0006535; GO:0009001
ostta01g06540	GO:0005509; GO:0016301
ostta09g03670	GO:0001518; GO:0005248
ostta09g03200	
ostta01g03420	GO:0004427; GO:0009678; GO:0012505; GO:0016020
ostta09g00060	GO:0005794; GO:0016020
ostta09g03740	GO:0005737; GO:0006446; GO:0140469
ostta01g06680	GO:0005524; GO:0016787
ostta09g00120	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166
ostta04g03140	
ostta09g03800	GO:0005096; GO:0031267; GO:0031410; GO:0035091
ostta09g00180	GO:0003677; GO:0003824; GO:0005634; GO:0006281
ostta09g00280	GO:0004377; GO:0005789; GO:0006487
ostta09g03320	
ostta07g04510	GO:0004168; GO:0005789; GO:0016779; GO:0043048
ostta07g04590	GO:0005634; GO:0006274
ostta09g03380	
ostta03g02040	
ostta04g03400	GO:0016020
ostta09g03440	
ostta03g05740	GO:0003735; GO:0005763
ostta01g03660	GO:0016020; GO:0016757
ostta09g00070	GO:0000166; GO:0005634; GO:0006352; GO:0030880
ostta09g03540	GO:0016020
ostta09g00655	GO:0008270
ostta09g00290	GO:0002130; GO:0003723; GO:0008173
ostta09g04120	GO:0016020
ostta09g03575	GO:0008641; GO:0061503; GO:0061504
ostta04g03640	
ostta09g00792	GO:0004638; GO:0005524; GO:0006189; GO:0046872
ostta03g05330	GO:0046422
ostta04g01750	GO:0005509
ostta04g03720	GO:0000028; GO:0005525; GO:0016020; GO:0016787; GO:0019843; GO:0043024
ostta03g02420	GO:0000049; GO:0006450
ostta09g04230	
ostta09g03680	GO:0005524; GO:0046872; GO:0070733
ostta09g00360	GO:0005524; GO:0005525; GO:0005737; GO:0016887; GO:0043023
ostta03g05910	GO:0004029
ostta09g00930	GO:0003743; GO:0003924; GO:0005525; GO:0005739
ostta09g04300	GO:0016020
ostta09g00420	GO:0000225; GO:0005783; GO:0006506; GO:0016020
ostta05g01550	GO:0047545
ostta04g00020	GO:0005634; GO:0046872; GO:0051213
ostta09g00570	GO:0016020
ostta04g03920	
ostta03g02670	GO:0008270; GO:0031593; GO:0036503; GO:0051787; GO:0071818
ostta09g00660	GO:0000149; GO:0005829; GO:0015031; GO:0032456; GO:0042147; GO:1990745
ostta09g00730	
ostta09g04470	
ostta09g03930	GO:0016279; GO:0032259
ostta09g01495	GO:0004843; GO:0005634; GO:0006508; GO:0016579
ostta09g04530	
ostta04g04070	
ostta05g01660	GO:0003723
ostta04g00630	GO:0006886; GO:0030904
ostta09g01090	GO:0016020; GO:0016603
ostta01g03910	GO:0005509; GO:0016460
ostta03g02910	
ostta09g04080	
ostta04g00680	GO:0000776; GO:0000922; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0007052
ostta09g01700	GO:0005768; GO:0006904; GO:0007032; GO:0007033; GO:0008270; GO:0030674; GO:0030897; GO:0048284
ostta09g04130	GO:0016020
ostta04g00770	GO:0005730; GO:0006364; GO:0032040
ostta10g00200	GO:0016020; GO:0016491; GO:0048038
ostta04g04300	
ostta01g04060	GO:0000398
ostta04g00860	GO:0005737; GO:0005975; GO:0030246; GO:0047938
ostta09g01860	GO:0000049; GO:0004826; GO:0005524; GO:0005829; GO:0006432; GO:0009328; GO:0046872
ostta04g04380	GO:0003755; GO:0009507
ostta01g04110	GO:0003723; GO:0005634; GO:0006397
ostta01g04160	GO:0005739
ostta09g04310	GO:0016020
ostta09g01340	
ostta04g01100	GO:0000105; GO:0004635; GO:0004636; GO:0005524
ostta04g01160	
ostta09g04430	GO:0005634
ostta09g01560	GO:0000398; GO:0003677; GO:0005634
ostta04g04550	GO:0016020
ostta01g04510	GO:0004797; GO:0005524; GO:0016787; GO:0042802; GO:0046104; GO:0046872; GO:0071897
ostta09g01640	GO:0004402; GO:0005634; GO:0006355
ostta01g04580	GO:0005765; GO:0015179; GO:0031902; GO:0046872
ostta04g04600	GO:0004222; GO:0006508; GO:0016020; GO:0046872
ostta10g00500	GO:0016020; GO:2001070
ostta03g03310	
ostta09g02250	GO:0003723; GO:0004521; GO:0004534; GO:0005847; GO:0006398
ostta01g04620	GO:0003958; GO:0005829; GO:0010181; GO:0016020; GO:0050660
ostta09g02290	GO:0005634; GO:0030674; GO:0043161
ostta04g01400	GO:0004784; GO:0005759; GO:0030145
ostta04g01460	GO:0005765; GO:0010008; GO:0030660; GO:0033619; GO:0042500; GO:0098553; GO:0098554
ostta10g00060	GO:0016020
ostta10g00620	GO:0016020
ostta04g04850	GO:0016020
ostta10g00130	
ostta09g02365	GO:0005737; GO:0016020
ostta03g03480	
ostta09g01870	GO:0003978; GO:0006012
ostta04g01530	GO:0003924; GO:0005525; GO:0005737
ostta03g03550	GO:0005096; GO:0005634; GO:0005829; GO:0006913; GO:0031267; GO:0048471
ostta10g00740	GO:0005739; GO:0006086; GO:0016746; GO:0045254
ostta09g02430	GO:0005524; GO:0005634; GO:0006298; GO:0016787; GO:0030983; GO:0051026; GO:0140664
ostta04g04960	GO:0016020
ostta04g01590	GO:0005739
ostta10g00360	GO:0003906; GO:0005634; GO:0006284; GO:0008081; GO:0008311; GO:0046872
ostta03g03700	
ostta10g00890	
ostta01g04910	GO:0000026; GO:0000139; GO:0035268; GO:0046354
ostta09g01980	GO:0016020; GO:0022857
ostta03g03770	
ostta04g01650	GO:0000184; GO:0003723; GO:0005737; GO:0035145
ostta04g05160	GO:0016020
ostta03g03820	GO:0003713; GO:0005634; GO:0006366
ostta01g04980	GO:0003676; GO:0003724; GO:0005524; GO:0005829
ostta10g01090	
ostta03g03880	
ostta09g02570	GO:0001671; GO:0005739; GO:0044571; GO:0051087; GO:0051259
ostta10g00570	
ostta10g01170	GO:0016020
ostta03g03940	GO:0003729; GO:0005829
ostta04g05260	
ostta04g03760	GO:0016811
ostta10g01240	
ostta09g02690	GO:0004150; GO:0005737; GO:0046654; GO:0046656
ostta04g05320	GO:0005262; GO:0005886; GO:0006874; GO:0008273; GO:0015293
ostta09g02740	GO:0000145; GO:0006887; GO:0006893
ostta10g01300	GO:0016020
ostta03g04100	
ostta04g05380	GO:0006631; GO:0016020; GO:0031956
ostta04g01930	GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579
ostta01g05230	GO:0005730; GO:1990234
ostta09g02850	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0009535; GO:0010304; GO:0016887; GO:0046872
ostta04g05440	GO:0016020
ostta01g05290	GO:0005737; GO:0005975; GO:0016787; GO:0030246; GO:0047938
ostta10g01440	GO:0000045; GO:0000423; GO:0080008; GO:1990756
ostta10g00850	GO:0046872; GO:0052751
ostta04g05510	
ostta01g05360	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0070181
ostta10g00900	
ostta10g01490	GO:0016616; GO:0051287
ostta05g00030	GO:0016020
ostta03g04360	GO:0000062
ostta10g01560	GO:0000349; GO:0046872; GO:0071006
ostta01g05440	GO:0000785; GO:0005634; GO:0006281; GO:0007064; GO:0035825; GO:0051301
ostta10g00980	
ostta03g04450	
ostta05g00140	GO:0016020
ostta09g02450	GO:0000245; GO:0004674; GO:0005524; GO:0050684
ostta01g05540	GO:0005743; GO:0005758
ostta05g00210	
ostta04g02180	GO:0000387; GO:0003723; GO:0031981; GO:0035194; GO:1990904
ostta03g04630	GO:0005044; GO:0005737; GO:0016020
ostta09g03000	GO:0005524; GO:0005739; GO:0009396; GO:0030272; GO:0035999; GO:0046872
ostta01g05670	GO:0003729; GO:0005847; GO:0031124
ostta09g02590	GO:0005737; GO:0016740; GO:0019346; GO:0030170; GO:0047804; GO:0071266
ostta04g02400	GO:0008526; GO:0016020
ostta09g02700	GO:0016020; GO:0055085
ostta04g02530	GO:0005634; GO:0008420
ostta01g05890	GO:0016491
ostta03g04780	
ostta10g01450	GO:0005634; GO:0006511; GO:0008270; GO:0016020; GO:0061630
ostta05g00480	GO:0005634; GO:0005737; GO:0005819; GO:0007059
ostta10g01500	GO:0009706; GO:0045037
ostta04g02580	GO:0005758; GO:0009055; GO:0010336; GO:0020037; GO:0046872
ostta05g00560	GO:0003727; GO:0003729; GO:0005634; GO:0006397; GO:0006417
ostta10g01570	GO:0016020; GO:0022857
ostta04g02660	GO:0003885; GO:0016020; GO:0016633; GO:0019853; GO:0071949
ostta01g06090	
ostta10g01880	
ostta01g06150	GO:0016538; GO:0044772; GO:0051301
ostta03g04960	
ostta09g02955	GO:0004176; GO:0004252; GO:0006515; GO:0009368; GO:0009536; GO:0051117
ostta01g06220	GO:0000973; GO:0006406; GO:0006606; GO:0017056; GO:0031080; GO:0031965
ostta09g03010	GO:0008173; GO:0008757; GO:0032259
ostta05g00720	
ostta04g02900	GO:0003723; GO:0005634; GO:0006397; GO:0008380
ostta03g05070	
ostta09g03080	GO:0005198; GO:0005506; GO:0005739; GO:0009536; GO:0016226; GO:0051536
ostta05g00780	GO:0016020
ostta01g06430	GO:0005829; GO:0008935; GO:0009234
ostta03g05130	
ostta09g03140	GO:0000278; GO:0000922; GO:0000930; GO:0005737; GO:0005874; GO:0007020; GO:0031122; GO:0043015; GO:0051011; GO:0051225; GO:0051321
ostta05g00870	GO:0000786; GO:0003677; GO:0003755; GO:0006334
ostta01g06610	GO:0009535; GO:0046872; GO:0051537
ostta03g05180	
ostta04g03090	GO:0005786; GO:0006614; GO:0008312; GO:0030942
ostta10g02450	GO:0005634; GO:0005737; GO:0006355; GO:0008270
ostta10g02520	GO:0003723; GO:0006364
ostta09g03260	GO:0005198; GO:0015031; GO:0031080; GO:0034198; GO:0035859; GO:1904263
ostta03g01900	
ostta10g02620	
ostta03g05270	
ostta10g01790	
ostta10g02680	GO:0003677; GO:0030527
ostta10g02740	
ostta04g03190	GO:0005524; GO:0006605; GO:0006886; GO:0009535; GO:0009570; GO:0016464; GO:0017038
ostta03g05360	
ostta10g02800	GO:0005496; GO:0012505; GO:0016020
ostta10g02000	GO:0003697; GO:0006508; GO:0008233; GO:0016829; GO:0106300
ostta03g01970	GO:0005886; GO:0006811; GO:0015098
ostta10g02850	GO:0004550; GO:0016020
ostta09g03870	GO:0005524; GO:0140662
ostta10g02170	
ostta09g04010	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0022625
ostta03g05520	
ostta10g02255	GO:0004312; GO:0006633
ostta09g03480	GO:0006584; GO:0008171; GO:0032259
ostta05g00990	GO:0015977; GO:0015979; GO:0044183; GO:0110102
ostta10g02300	GO:0006364; GO:0043822; GO:0046872
ostta04g03840	GO:0005634
ostta05g01055	GO:0016787
ostta10g02370	
ostta10g03110	
ostta03g05640	GO:0005351; GO:0016020
ostta05g01110	GO:0000428; GO:0006355
ostta10g02420	GO:0016787
ostta10g03160	GO:0003723; GO:0006400
ostta10g02480	
ostta05g01160	GO:0016020
ostta09g04070	GO:0005789
ostta10g02530	GO:0003723; GO:0005730; GO:0006364; GO:0006816; GO:0016020; GO:0046873
ostta10g03330	
ostta05g01220	
ostta04g03530	GO:0000278; GO:0000922; GO:0000930; GO:0005737; GO:0005874; GO:0007020; GO:0031122; GO:0043015; GO:0051011; GO:0051225; GO:0051321
ostta03g02275	GO:0005743; GO:0032981
ostta03g02340	GO:0003676; GO:0003724; GO:0005524; GO:0005829; GO:0016787; GO:0030490
ostta09g03630	GO:0046872; GO:0051536
ostta04g03800	GO:0004427; GO:0009678; GO:0012505; GO:0016020
ostta10g02690	GO:0003677; GO:0006310; GO:0016787; GO:0043139
ostta05g01420	GO:0016747
ostta03g02500	GO:0022857; GO:0031966
ostta09g03765	GO:0005524; GO:0016301; GO:0046872; GO:0050242
ostta04g03860	GO:0005829; GO:0005874; GO:0007021; GO:0007023; GO:0048487
ostta10g03570	
ostta09g03810	GO:0000398; GO:0003723; GO:0005685; GO:0034715; GO:0071013
ostta09g03880	GO:0003677; GO:0003887; GO:0004386; GO:0005524; GO:0006261; GO:0006302
ostta05g01580	
ostta11g00090	
ostta04g04000	GO:0005524; GO:0016301; GO:0046872
ostta03g02790	GO:0006511; GO:0031625
ostta03g02840	GO:0001680; GO:0003723; GO:0005739; GO:0052927; GO:0052929
ostta11g00180	GO:0000785; GO:0000793; GO:0000796; GO:0003682; GO:0007076; GO:0016020; GO:2001070
ostta05g01740	GO:0005737; GO:0005975; GO:0016791
ostta10g02980	
ostta05g01830	
ostta09g04020	GO:0000398; GO:0003723; GO:0005684; GO:0070274
ostta10g03040	GO:0005509; GO:0005739; GO:0016020
ostta11g00310	GO:0016787; GO:0051276
ostta11g00360	
ostta10g03120	GO:0016020
ostta05g02000	
ostta10g03170	GO:0016020; GO:0022857
ostta10g00050	GO:0034220
ostta04g04120	GO:0002183; GO:0003743; GO:0005085; GO:0005829; GO:0005851; GO:0016740
ostta05g02070	GO:0016020
ostta10g03270	
ostta11g00490	
ostta10g00120	GO:0005783; GO:0016020; GO:0030134
ostta04g04180	
ostta03g02960	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta09g04180	GO:0005543; GO:0005768; GO:0005886; GO:0006897; GO:0030125; GO:0030276
ostta11g00605	
ostta03g05940	
ostta03g03015	GO:0003746; GO:0005829; GO:0043043
ostta10g00260	GO:0004556; GO:0005509; GO:0005975
